,temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,stations,cases,labels,lab
407,30.3,25.5,77.1,3.0,100.0,4.17,18.4,277.9,1010.9,57.3,6.2,160.5,13.9,6.0,1,3,6599,normal,1
408,27.7,25.6,89.1,39.628,100.0,16.67,38.3,277.0,1010.3,63.9,4.8,96.9,8.3,3.0,1,3,23364,normal,3
409,28.3,25.1,83.6,32.664,100.0,16.67,26.0,274.2,1012.4,64.6,5.5,115.0,9.9,4.0,1,3,13495,normal,2
410,30.4,25.5,75.9,0.0,0.0,0.0,30.9,249.0,1012.2,46.6,7.2,175.2,15.1,7.0,0,3,7619,normal,1
411,30.1,26.4,81.2,8.248,100.0,4.17,44.4,266.2,1009.4,58.0,6.3,169.1,14.5,6.0,1,3,5289,normal,1
413,29.8,24.9,75.6,0.0,0.0,0.0,22.3,276.3,1004.4,66.9,6.0,106.8,9.1,3.0,0,3,23446,normal,3
414,30.6,24.8,72.3,0.0,0.0,0.0,28.1,258.9,1007.7,59.4,6.8,149.8,13.0,5.0,0,3,20660,normal,3
415,31.0,24.8,70.8,0.0,0.0,0.0,22.3,221.4,1007.2,49.5,6.9,210.2,18.2,7.0,0,3,18323,normal,2
416,31.4,24.5,67.9,0.0,0.0,0.0,24.1,221.1,1007.0,47.4,7.3,266.0,22.8,9.0,0,3,14027,normal,2
417,31.5,24.7,68.2,0.0,0.0,0.0,26.5,216.5,1006.7,49.0,7.2,199.4,17.1,7.0,0,3,9839,normal,1
418,30.4,24.5,72.3,8.177,100.0,4.17,29.5,224.6,1007.1,60.6,5.9,165.5,14.2,6.0,1,3,12476,normal,2
419,31.2,25.7,74.6,0.0,0.0,0.0,25.9,233.2,1006.7,45.5,6.1,165.6,14.3,5.0,0,3,18589,normal,2
420,30.3,24.9,74.5,24.884,100.0,8.33,25.9,239.9,1004.9,47.4,5.8,211.8,18.4,8.0,1,3,22597,normal,3
421,30.4,25.5,76.0,0.0,0.0,0.0,16.6,235.6,1002.9,59.0,6.2,165.0,14.1,6.0,0,4,11939,normal,2
422,29.5,24.9,77.2,4.435,100.0,8.33,14.8,218.3,1002.8,66.5,6.1,168.0,14.4,6.0,1,3,22384,normal,3
423,29.9,25.1,76.2,8.148,100.0,16.67,17.2,222.9,1006.9,66.7,6.5,136.7,11.7,5.0,1,3,21765,normal,3
424,29.2,25.0,79.2,3.451,100.0,4.17,18.4,227.5,1006.6,69.8,6.4,223.1,19.2,8.0,1,3,22917,normal,3
425,29.8,25.0,76.8,7.823,100.0,8.33,39.7,229.5,1005.8,59.7,6.1,177.5,15.3,6.0,1,3,12482,normal,2
426,30.2,23.0,66.3,0.0,0.0,0.0,38.8,223.3,1008.2,59.9,6.6,236.7,20.4,9.0,0,3,22510,normal,3
427,30.9,22.4,61.8,0.0,0.0,0.0,27.4,228.2,1010.4,60.8,6.6,236.0,20.2,8.0,0,3,8587,normal,1
428,31.3,22.9,62.5,0.0,0.0,0.0,31.7,236.4,1011.3,51.8,6.7,216.8,18.8,8.0,0,3,15358,normal,2
429,30.7,23.0,64.4,0.0,0.0,0.0,28.7,235.1,1010.6,51.5,6.8,190.0,16.6,7.0,0,3,6691,normal,1
430,30.7,24.2,69.6,0.0,0.0,0.0,26.5,214.4,1008.2,49.4,6.9,185.9,16.1,8.0,0,3,19692,normal,2
431,29.1,24.6,77.4,0.508,100.0,4.17,22.8,200.8,1000.9,65.9,6.2,127.9,11.0,5.0,1,0,23798,normal,3
432,28.3,24.0,78.9,11.195,100.0,8.33,25.9,233.3,1000.3,62.1,6.2,122.6,10.5,4.0,1,0,12021,normal,2
433,28.9,23.9,75.4,0.0,0.0,0.0,22.3,220.8,999.8,59.4,6.3,111.4,9.6,4.0,0,0,18045,normal,2
434,29.1,23.7,73.7,0.0,0.0,0.0,18.4,206.9,1003.0,49.6,6.8,219.0,18.9,8.0,0,0,17502,normal,2
435,29.5,24.5,75.4,0.767,100.0,8.33,18.4,237.3,1007.9,50.9,6.3,122.2,10.5,4.0,1,0,16735,normal,2
436,30.1,24.1,71.0,1.1,100.0,4.17,27.7,257.2,1005.9,54.2,6.8,145.7,12.5,6.0,1,0,9113,normal,1
437,28.9,24.8,79.4,2.342,100.0,8.33,24.1,250.9,1005.4,69.5,6.3,186.7,16.0,7.0,1,0,16830,normal,2
438,28.9,25.3,81.4,5.5,100.0,8.33,24.3,221.6,1005.9,63.8,6.4,105.7,9.1,4.0,1,0,11181,normal,2
440,28.4,25.6,85.3,3.628,100.0,4.17,13.0,210.7,1007.6,59.8,5.2,156.3,13.5,6.0,1,0,21709,normal,3
441,29.0,25.6,82.4,1.0,100.0,16.67,14.2,212.3,1007.0,45.6,5.6,163.6,14.0,6.0,1,0,7013,normal,1
442,27.9,25.7,88.2,23.525,100.0,4.17,17.0,270.5,1007.4,62.6,4.3,157.6,13.6,6.0,1,2,9512,normal,1
443,29.0,25.9,84.1,5.451,100.0,4.17,24.6,193.6,1008.0,66.0,4.8,175.7,15.1,6.0,1,0,7412,normal,1
444,28.6,25.6,84.1,16.274,100.0,8.33,19.4,178.8,1010.3,64.1,5.9,128.2,11.2,4.0,1,0,15098,normal,2
445,28.1,24.7,82.1,30.786,100.0,8.33,18.4,180.9,1013.0,51.2,6.3,162.2,14.1,5.0,1,0,9816,normal,1
446,29.2,25.1,79.4,0.0,0.0,0.0,18.4,136.9,1013.9,40.1,6.6,232.5,20.1,8.0,0,1,11487,normal,2
447,29.3,24.4,76.0,0.0,0.0,0.0,18.4,127.6,1012.6,38.0,6.3,240.2,20.8,8.0,0,0,15736,normal,2
448,29.5,24.6,76.0,0.0,0.0,0.0,14.8,123.3,1012.9,46.0,6.0,221.3,19.2,8.0,0,0,18149,normal,2
449,29.1,24.5,77.0,0.726,100.0,4.17,18.4,152.7,1011.9,42.1,6.0,210.2,18.3,8.0,1,0,18601,normal,2
450,29.5,24.6,75.8,0.0,0.0,0.0,27.7,182.0,1010.9,38.0,6.4,233.9,20.1,8.0,0,0,9569,normal,1
451,29.9,25.3,77.3,0.0,0.0,0.0,26.2,169.9,1010.6,40.0,6.0,164.0,14.1,6.0,0,0,12304,normal,2
452,29.9,25.0,76.1,0.0,0.0,0.0,22.3,164.5,1010.2,35.7,6.5,258.6,22.3,9.0,0,0,17449,normal,2
453,29.9,24.9,75.1,0.0,0.0,0.0,18.4,185.0,1009.9,35.0,6.6,206.6,17.9,7.0,0,0,10867,normal,2
454,29.5,24.2,73.7,0.0,0.0,0.0,18.4,180.6,1009.5,38.0,6.5,218.4,19.0,8.0,0,0,14223,normal,2
455,29.9,24.9,75.5,0.0,0.0,0.0,18.4,185.6,1009.8,39.9,6.5,144.1,12.4,5.0,0,0,7744,normal,1
456,30.1,24.7,74.0,0.0,0.0,0.0,16.6,172.9,1009.7,32.9,6.3,210.9,18.2,7.0,0,0,21823,normal,3
457,29.9,24.7,74.5,0.0,0.0,0.0,16.6,188.1,1009.4,37.6,6.3,215.0,18.5,7.0,0,0,13055,normal,2
458,29.8,24.7,74.9,0.0,0.0,0.0,18.4,162.5,1009.3,39.6,6.2,237.8,20.5,8.0,0,0,14994,normal,2
459,29.2,24.8,77.7,0.274,100.0,4.17,16.6,160.7,1009.6,43.2,5.8,256.6,22.1,9.0,1,0,12875,normal,2
460,29.7,24.8,75.6,0.0,0.0,0.0,18.4,137.8,1009.6,36.3,6.3,196.4,16.9,7.0,0,0,13505,normal,2
461,30.2,24.9,73.9,0.0,0.0,0.0,20.5,104.3,1010.4,40.9,6.2,191.4,16.4,7.0,0,0,23045,normal,3
462,30.2,24.9,74.3,3.027,100.0,8.33,22.3,58.0,1010.5,46.2,6.2,129.6,11.1,5.0,1,0,19305,normal,2
463,29.2,25.6,81.9,5.337,100.0,12.5,18.4,25.5,1009.6,65.1,5.5,113.9,9.8,4.0,1,0,16076,normal,2
464,27.1,25.0,88.3,12.556,100.0,12.5,16.6,20.8,1010.2,64.8,5.4,177.8,15.3,7.0,1,0,21442,normal,3
465,25.8,24.9,94.9,60.902,100.0,16.67,11.2,354.9,1010.8,71.2,4.3,130.7,11.2,4.0,1,0,16990,normal,2
466,27.7,25.1,86.4,73.931,100.0,8.33,18.4,61.1,1010.7,65.9,5.1,177.6,15.3,6.0,1,0,10498,normal,2
467,27.4,25.3,88.9,5.683,100.0,12.5,16.6,36.5,1010.8,70.1,5.0,111.0,9.6,4.0,1,1,23733,normal,3
468,27.0,25.5,91.5,23.378,100.0,12.5,18.4,4.9,1010.3,71.6,4.8,93.5,8.1,3.0,1,2,22652,normal,3
469,26.1,25.0,93.7,55.469,100.0,16.67,17.0,332.2,1009.2,74.0,4.1,124.0,10.6,4.0,1,0,12744,normal,2
470,25.5,24.4,93.5,24.237,100.0,16.67,15.7,288.4,1008.6,68.9,4.3,125.2,10.8,4.0,1,0,11327,normal,2
471,28.2,24.6,81.7,0.0,0.0,0.0,13.0,214.7,1008.1,58.5,5.7,125.6,10.8,5.0,0,0,21693,normal,3
472,27.3,24.7,86.2,1.651,100.0,8.33,22.3,215.7,1009.4,73.2,5.0,107.0,9.0,3.0,1,0,11071,normal,2
473,28.2,25.1,83.3,0.0,0.0,0.0,18.4,103.6,1009.5,71.4,5.1,98.9,8.5,4.0,0,0,16329,normal,2
474,27.6,25.1,86.4,23.549,100.0,12.5,16.6,199.1,1010.3,60.1,4.4,93.7,8.1,3.0,1,0,13484,normal,2
475,28.8,25.1,81.0,0.0,0.0,0.0,20.5,95.1,1009.9,38.6,5.1,152.7,13.1,5.0,0,0,17263,normal,2
476,28.1,25.4,85.8,18.958,100.0,16.67,14.8,14.4,1010.1,62.3,5.0,109.5,9.6,4.0,1,0,12931,normal,2
477,25.9,25.1,95.2,75.787,100.0,20.83,14.8,122.0,1011.1,80.6,2.8,210.5,18.1,7.0,1,0,9097,normal,1
478,27.3,24.7,86.3,2.232,100.0,4.17,16.6,175.8,1010.8,65.0,5.5,233.7,20.1,8.0,1,0,8900,normal,1
481,27.2,25.7,91.8,13.0,100.0,8.33,18.4,208.2,1003.9,69.2,2.8,149.5,13.0,5.0,2,1,9911,normal,1
482,27.6,26.2,92.3,23.0,100.0,12.5,25.8,225.8,1003.1,67.5,2.5,200.6,17.5,6.0,2,1,6630,normal,1
483,28.4,26.3,88.9,40.0,100.0,16.67,29.9,256.8,1001.8,70.2,2.3,210.9,18.1,7.0,2,1,4334,normal,1
484,28.0,26.1,89.5,76.0,100.0,25.0,29.5,244.7,1000.9,77.8,2.3,133.6,11.5,4.0,2,1,8420,normal,1
485,29.3,26.9,86.9,13.0,100.0,8.33,31.7,245.6,1002.1,63.7,2.4,107.9,9.1,4.0,2,1,3810,normal,1
487,29.1,26.3,84.9,8.2,100.0,12.5,26.5,229.8,1002.6,67.5,2.5,139.0,11.9,4.0,2,3,7649,normal,1
488,27.4,26.0,92.3,47.8,100.0,25.0,25.8,258.2,1002.8,70.6,2.5,204.3,17.6,8.0,2,1,5940,normal,1
489,29.1,26.6,86.4,7.6,100.0,8.33,29.5,243.9,1005.2,69.7,2.7,138.3,12.1,5.0,2,1,5125,normal,1
490,29.1,26.4,85.8,25.2,100.0,16.67,24.1,231.9,1006.4,62.7,2.8,217.4,18.8,7.0,2,1,4632,normal,1
491,28.7,26.4,87.1,12.2,100.0,12.5,24.1,243.6,1007.1,59.9,2.7,209.7,17.9,7.0,2,1,12077,normal,2
492,29.2,26.2,83.9,2.0,100.0,4.17,21.3,250.6,1007.0,63.4,3.0,152.5,13.3,5.0,2,1,4479,normal,1
493,29.7,26.1,81.2,0.0,0.0,0.0,22.9,244.4,1005.7,66.3,3.1,247.7,21.4,8.0,1,1,8876,normal,1
494,29.1,26.1,84.2,9.8,100.0,12.5,25.7,253.6,1006.4,63.0,2.7,135.5,11.6,4.0,2,1,11970,normal,2
495,29.6,25.8,80.4,5.0,100.0,4.17,23.6,253.9,1006.2,59.3,3.3,183.1,15.7,6.0,2,1,12132,normal,2
496,29.8,25.7,79.2,2.0,100.0,4.17,21.1,258.3,1004.2,49.3,3.3,273.4,23.7,9.0,2,1,11215,normal,2
497,30.1,25.7,77.3,0.0,0.0,0.0,23.5,256.2,1002.7,45.0,3.3,272.0,23.4,9.0,1,1,7842,normal,1
498,29.0,26.0,84.1,4.2,100.0,8.33,18.4,204.0,1001.9,67.3,3.2,228.2,19.6,8.0,2,1,4879,normal,1
499,29.3,26.1,83.2,0.0,0.0,0.0,19.0,293.7,1000.4,66.8,2.9,192.5,16.5,7.0,1,1,9548,normal,1
500,29.6,26.0,81.6,16.0,100.0,8.33,22.2,201.0,1000.0,64.1,3.3,123.1,10.6,4.0,2,1,12386,normal,2
501,29.4,26.0,82.1,1.0,100.0,4.17,21.7,199.4,1000.5,66.1,3.0,215.2,18.5,8.0,2,1,5888,normal,1
503,27.8,25.8,89.3,48.0,100.0,25.0,21.8,246.7,1005.8,69.6,2.1,168.8,14.5,6.0,2,1,8905,normal,1
505,27.8,25.6,87.7,92.0,100.0,25.0,33.6,254.9,1004.7,71.8,2.2,94.7,8.2,3.0,2,1,4036,normal,1
506,28.8,25.8,83.7,10.5,100.0,12.5,30.0,261.5,1004.6,66.6,2.6,154.2,13.3,6.0,2,1,10982,normal,2
507,28.1,25.7,86.7,19.0,100.0,16.67,29.9,271.2,1003.8,68.9,2.6,119.4,10.4,4.0,2,1,5338,normal,1
508,26.9,25.3,91.4,81.0,100.0,29.17,29.5,260.8,1004.5,72.4,2.4,105.9,9.3,5.0,2,1,12104,normal,2
509,28.0,25.4,86.2,10.0,100.0,12.5,31.8,255.0,1005.7,68.8,2.7,147.3,12.7,5.0,2,1,12715,normal,2
510,28.5,25.6,84.5,16.0,100.0,16.67,32.9,253.7,1005.1,68.4,2.7,283.3,24.5,9.0,2,1,8869,normal,1
513,27.0,25.8,93.4,97.0,100.0,20.83,33.5,254.5,1002.5,79.0,1.9,93.1,7.9,3.0,2,0,6283,normal,1
514,28.0,25.9,88.5,40.0,100.0,16.67,27.7,260.2,1002.4,71.7,2.5,158.3,13.7,5.0,2,1,3930,normal,1
515,27.9,25.8,88.1,10.0,100.0,12.5,27.7,256.0,1002.0,69.9,2.5,130.4,11.4,4.0,2,1,11889,normal,2
516,28.1,25.8,87.3,5.0,100.0,8.33,30.8,254.2,1001.1,66.8,2.6,101.8,8.8,4.0,2,1,7515,normal,1
517,28.2,25.8,87.0,0.2,100.0,4.17,31.7,256.1,1000.4,68.8,2.6,148.5,12.7,5.0,2,1,5631,normal,1
518,28.1,25.8,87.3,5.8,100.0,8.33,31.7,245.9,1000.5,70.5,2.6,89.6,8.0,3.0,2,1,5919,normal,1
519,28.4,25.5,83.9,0.5,100.0,4.17,29.5,240.0,1002.0,66.1,2.7,224.2,19.5,7.0,2,1,11639,normal,2
520,28.6,25.3,82.6,7.5,100.0,12.5,26.6,237.0,1004.3,65.8,2.7,254.1,22.0,8.0,2,1,9776,normal,1
521,28.6,25.6,83.5,3.1,100.0,8.33,22.8,249.4,1005.1,68.2,2.7,213.5,18.3,7.0,2,1,6543,normal,1
522,28.3,25.7,85.6,1.0,100.0,4.17,25.8,253.8,1005.3,63.7,2.8,240.0,20.6,9.0,2,1,11190,normal,2
523,28.3,25.6,85.7,5.0,100.0,8.33,22.3,254.7,1006.0,64.0,2.8,118.7,10.2,4.0,2,1,8299,normal,1
524,28.2,25.5,85.2,6.0,100.0,12.5,26.6,259.3,1006.7,69.1,2.8,243.3,20.8,8.0,2,1,10453,normal,2
525,28.3,25.3,84.3,6.0,100.0,8.33,26.6,248.6,1006.4,67.6,3.1,271.3,23.3,9.0,2,1,10998,normal,2
526,28.6,25.0,80.8,0.2,100.0,4.17,24.8,234.8,1006.2,57.9,3.2,279.2,24.1,9.0,2,1,11419,normal,2
527,28.6,24.9,80.6,3.0,100.0,8.33,24.1,245.6,1007.9,53.1,3.3,275.1,23.7,9.0,2,1,11467,normal,2
528,28.7,25.0,80.3,1.0,100.0,4.17,20.5,244.9,1009.0,54.0,3.8,248.1,21.5,9.0,2,1,7270,normal,1
529,29.1,24.4,76.2,0.0,0.0,0.0,25.4,271.1,1008.9,43.6,4.2,213.2,18.4,7.0,1,1,10841,normal,2
530,28.9,24.8,79.0,6.4,100.0,8.33,24.1,262.5,1008.1,51.2,3.8,289.9,25.1,10.0,2,1,11120,normal,2
531,29.0,24.6,77.6,0.1,100.0,4.17,24.7,262.8,1007.4,53.1,3.5,290.0,25.1,9.0,2,1,11660,normal,2
532,29.1,24.7,77.5,0.0,0.0,0.0,25.3,252.0,1007.3,57.7,3.8,267.4,23.0,9.0,1,1,3951,normal,1
533,28.7,24.4,77.5,3.0,100.0,8.33,24.8,244.2,1007.0,56.1,3.4,280.0,24.1,9.0,2,1,12350,normal,2
534,28.1,24.2,79.6,14.0,100.0,8.33,21.8,241.4,1006.0,58.5,3.2,225.3,19.5,7.0,2,1,9304,normal,1
535,28.5,24.2,78.4,0.1,100.0,4.17,26.5,239.9,1005.7,53.9,3.4,225.4,19.5,7.0,2,1,5061,normal,1
536,28.7,24.1,76.3,3.0,100.0,8.33,24.8,230.1,1004.6,54.3,3.3,287.4,24.8,10.0,2,1,6157,normal,1
537,28.7,24.7,79.4,3.0,100.0,4.17,25.5,198.2,1004.8,49.5,3.5,290.7,25.3,10.0,2,1,11439,normal,2
538,29.1,25.5,81.4,3.7,100.0,8.33,20.5,217.4,1005.1,53.3,3.6,259.9,22.3,8.0,2,1,11962,normal,2
539,28.2,25.6,86.4,10.0,100.0,12.5,25.3,249.0,1003.8,62.8,2.8,245.3,21.2,8.0,2,1,9603,normal,1
540,28.1,25.5,86.4,11.0,100.0,12.5,21.1,242.3,1002.2,70.7,2.8,140.0,12.2,5.0,2,1,12253,normal,2
541,26.9,24.9,88.8,25.0,100.0,25.0,29.3,243.0,1003.9,67.9,2.5,133.7,11.5,5.0,2,3,9117,normal,1
542,28.4,25.4,84.0,26.0,100.0,8.33,24.1,223.6,1004.8,67.4,2.7,207.0,17.8,8.0,2,1,9883,normal,1
545,27.1,25.8,92.7,30.0,100.0,16.67,24.1,245.9,1002.0,69.6,2.6,155.4,13.5,5.0,2,1,7079,normal,1
546,27.2,25.5,90.8,29.0,100.0,20.83,24.0,232.5,1002.5,71.2,2.5,145.4,12.5,5.0,2,1,9407,normal,1
547,26.9,25.4,91.9,78.0,100.0,29.17,25.9,217.1,1002.9,71.1,2.3,218.5,19.0,8.0,2,1,11271,normal,2
548,26.6,25.6,94.0,74.0,100.0,25.0,22.8,226.1,1004.4,67.9,2.3,185.5,15.9,6.0,2,1,3947,normal,1
549,27.2,25.6,91.2,52.0,100.0,12.5,29.0,244.5,1004.5,66.5,2.4,206.9,17.9,7.0,2,1,6189,normal,1
550,27.9,25.5,87.2,0.3,100.0,4.17,24.8,235.1,1004.2,66.2,2.9,238.3,20.6,8.0,2,1,10615,normal,2
551,27.2,25.1,88.8,7.7,100.0,8.33,27.2,230.2,1007.1,67.0,2.7,197.7,17.1,6.0,2,1,4430,normal,1
552,27.4,25.5,89.4,11.0,100.0,12.5,25.9,241.3,1008.4,71.1,2.7,123.7,10.6,4.0,2,1,11377,normal,2
553,27.3,25.4,89.8,39.0,100.0,16.67,23.5,247.7,1008.7,68.4,2.6,225.5,19.4,8.0,2,1,12174,normal,2
554,28.4,26.0,87.2,15.0,100.0,12.5,24.1,257.0,1008.4,63.8,3.1,246.3,21.3,9.0,2,1,4324,normal,1
555,26.5,24.5,88.7,39.0,100.0,12.5,22.3,306.0,1009.1,69.8,2.8,256.0,22.1,9.0,2,1,14225,normal,2
556,27.9,25.7,87.9,4.0,100.0,8.33,23.5,283.5,1008.0,60.0,2.8,269.1,23.2,9.0,2,1,4986,normal,1
557,27.6,25.6,88.7,3.0,100.0,8.33,23.3,274.2,1007.0,66.5,2.8,251.5,21.6,9.0,2,1,6527,normal,1
559,27.3,25.0,87.9,6.1,100.0,8.33,17.8,168.3,1005.8,67.4,2.6,181.8,15.7,7.0,2,1,9387,normal,1
560,26.9,25.3,91.1,57.9,100.0,20.83,22.9,159.4,1005.7,71.1,2.7,89.9,7.8,3.0,2,1,12083,normal,2
561,28.4,24.3,78.9,0.8,100.0,4.17,23.3,158.9,1005.0,53.7,3.6,288.0,24.7,10.0,2,1,7465,normal,1
562,28.6,24.3,78.2,0.0,0.0,0.0,22.5,173.1,1007.0,44.7,3.8,247.7,21.6,9.0,1,1,6274,normal,1
563,28.9,25.0,80.1,0.0,0.0,0.0,19.0,240.2,1008.8,33.2,3.6,264.4,22.8,9.0,1,1,7421,normal,1
564,29.0,25.3,81.0,2.4,100.0,8.33,24.6,314.8,1007.9,53.6,3.4,163.1,14.1,7.0,2,1,13937,normal,2
565,27.5,25.7,90.0,29.0,100.0,8.33,24.8,248.6,1007.1,68.0,2.8,117.6,10.1,4.0,2,1,6860,normal,1
566,28.1,25.2,84.8,6.0,100.0,12.5,22.8,187.1,1008.5,64.0,3.3,120.4,10.4,5.0,2,1,13601,normal,2
567,27.3,24.4,84.4,23.2,100.0,16.67,23.5,181.6,1011.7,60.8,3.1,233.2,19.9,8.0,2,1,8867,normal,1
568,27.8,24.4,82.1,0.0,0.0,0.0,22.9,186.0,1011.1,56.0,3.7,266.2,23.1,9.0,1,2,7979,normal,1
569,28.6,24.7,80.2,0.2,100.0,4.17,24.7,184.9,1011.7,46.0,4.1,219.8,19.0,7.0,2,1,4189,normal,1
570,28.2,25.2,84.2,4.8,100.0,12.5,26.6,214.5,1011.3,52.4,3.8,246.1,21.3,8.0,2,1,12068,normal,2
571,29.0,24.9,78.8,0.0,0.0,0.0,21.8,239.9,1011.4,46.5,4.3,277.9,23.9,9.0,1,1,11443,normal,2
572,28.9,24.6,78.5,0.0,0.0,0.0,20.5,260.1,1012.1,38.4,3.8,282.4,24.4,9.0,1,1,4099,normal,1
573,29.1,25.1,79.4,0.0,0.0,0.0,22.3,322.4,1011.0,35.5,3.6,250.0,21.5,8.0,1,1,13805,normal,2
574,29.1,25.0,79.0,13.0,100.0,4.17,23.5,334.8,1010.8,44.4,3.0,128.3,11.1,5.0,2,1,13977,normal,2
575,28.6,23.9,75.9,0.0,0.0,0.0,22.2,340.7,1009.8,40.1,3.2,136.5,11.8,5.0,1,1,14104,normal,2
576,29.0,23.7,73.9,0.0,0.0,0.0,19.0,211.7,1009.9,30.6,3.2,132.6,11.5,5.0,1,1,12692,normal,2
577,30.0,25.1,75.3,0.0,0.0,0.0,23.3,320.0,1010.7,37.3,2.7,192.8,16.7,7.0,1,1,9105,normal,1
578,29.9,25.1,75.9,3.0,100.0,4.17,20.7,318.9,1009.8,41.3,2.8,236.7,20.5,9.0,2,1,5963,normal,1
579,28.3,23.6,76.4,0.4,100.0,4.17,21.1,160.0,1009.6,59.1,3.2,176.9,15.4,6.0,2,1,8224,normal,1
580,29.1,24.2,75.4,0.0,0.0,0.0,16.6,169.2,1009.5,48.3,3.1,134.5,11.4,5.0,1,1,14036,normal,2
581,29.4,23.3,70.6,8.0,100.0,4.17,18.4,252.5,1009.4,38.4,3.4,162.6,14.2,6.0,2,1,7000,normal,1
582,29.2,24.0,74.5,0.4,100.0,4.17,21.1,140.7,1010.0,38.8,2.9,174.6,15.0,7.0,2,1,13983,normal,2
583,29.9,23.5,69.5,0.0,0.0,0.0,18.4,234.9,1010.8,30.5,3.0,123.7,10.8,4.0,1,1,7658,normal,1
584,31.2,24.0,66.9,0.0,0.0,0.0,20.1,39.3,1010.8,32.2,2.9,221.9,19.3,8.0,1,1,7802,normal,1
587,31.0,20.9,55.7,0.0,0.0,0.0,19.5,0.5,1010.0,16.4,3.1,224.1,19.4,8.0,0,1,3864,normal,1
588,28.6,22.1,68.2,1.0,100.0,4.17,13.4,82.7,1010.1,48.7,2.7,110.7,9.6,4.0,2,1,10997,normal,2
589,26.1,23.4,84.9,10.0,100.0,12.5,17.1,84.8,1011.5,70.1,2.7,92.3,8.0,4.0,2,1,12436,normal,2
590,25.7,23.0,85.4,8.6,100.0,12.5,19.4,84.1,1011.5,66.2,3.0,89.4,7.6,3.0,2,1,13817,normal,2
591,27.9,23.3,77.0,6.4,100.0,8.33,21.1,48.1,1009.3,61.6,3.5,103.8,8.9,4.0,2,1,12706,normal,2
592,27.5,24.1,82.5,10.0,100.0,12.5,15.3,117.4,1008.2,62.8,3.1,109.0,9.4,4.0,2,1,4778,normal,1
593,26.6,24.2,86.7,3.2,100.0,8.33,16.6,145.0,1006.7,64.2,3.2,141.0,12.3,5.0,2,1,7328,normal,1
594,27.6,24.2,82.7,3.0,100.0,8.33,13.5,100.9,1005.7,63.0,2.9,101.2,8.6,4.0,2,1,12912,normal,2
595,27.6,23.0,76.7,3.2,100.0,8.33,25.9,66.9,1004.2,64.9,3.3,122.2,10.8,5.0,2,1,6280,normal,1
596,27.8,22.8,74.9,1.0,100.0,4.17,24.1,102.0,1006.1,64.0,3.1,135.2,11.8,6.0,2,1,11389,normal,2
597,28.5,23.3,75.0,0.0,0.0,0.0,17.1,159.8,1008.9,50.4,3.1,252.5,21.9,9.0,1,1,6729,normal,1
598,29.3,22.6,68.5,0.0,0.0,0.0,16.6,233.0,1010.4,50.5,3.1,242.7,20.9,8.0,1,1,10541,normal,2
599,29.8,23.9,71.1,0.0,0.0,0.0,19.0,344.4,1010.8,30.5,3.1,195.3,16.9,8.0,1,1,6396,normal,1
600,30.6,23.3,65.9,0.0,0.0,0.0,14.7,81.3,1009.7,32.7,3.3,187.6,16.0,7.0,1,1,10883,normal,2
601,30.2,21.5,60.4,0.0,0.0,0.0,17.8,79.2,1008.7,46.5,3.9,136.2,11.7,5.0,1,1,7311,normal,1
